描述,图号1(o),产品子分类类型,行程,电极臂端部,加压力,电极臂,变压器,重量,变压器放置方向,法兰P.C.D,托架方向,托架角度,MOTOR厂家,托架个数,齿轮箱型式,托架材料,齿轮箱行程,换枪装置,喉深,有无平衡,喉宽,水路,握杆伸出长度,偏心距离,偏心方向,偏心是否回到中心面,导向方式,静臂偏心,静电极臂端部,动臂偏心,动电极臂端部,支轴到驱动中心距离,静电极臂前部长,静电极臂前部高,动电极臂前部长,动电极臂前部高
S-53637C上海库卡_奇瑞捷豹路虎E0VA,SRTC-2C13249L,中小型,145.0,握杆（SBA）,4500.0,,DB6-100R1,124.0,水平,125-160,右,,ABB,,中空,铝,210,,245.0,,511.0,1进1出,124.0,120.0,下,,滑轨,,,,,,,,,
M54186C重庆衍数_重庆至信改造,SRTC-2C12016AL,中小型,171.5,握杆（铝）,4500.0,,ITS85,,水平,125,右,,KUKA,,联轴器型,铝,210,,400.0,,435.0,1进1出,124.0,,,,,,,,,,,,,
上海库卡-奇瑞捷豹路虎,SRTC-2C13257L,中小型,43.0,TIP BASE（F 型）,5000.0,,DB6-100R1,,水平,125-160,右,0.0,ABB,,中空,铝,210,无,225.0,无,263.0,1进1出,,100.0,下,否,滑轨,,,,,,,,,
M54186C重庆衍数_重庆至信改造,SRTC-2C12209AL,中小型,134.0,握杆（铝）,4500.0,,ITS85,109.0,水平,125,右,,KUKA,,高压,铝,210,,210.0,,410.0,1进1出,124.0,,,,,,,,,,,,,
上海库卡-奇瑞捷豹路虎,SRTC-2C13258L,中小型,140.0,握杆（铝）,5000.0,,DB6-100R1,,水平,125-160,上,0.0,ABB,,中空,铝,210,无,380.0,无,460.0,1进1出,150.0,,,,,,,,,,,,,
安徽巨一_广汽乘用车,SRTC-2C13359L,中小型,,握杆（SBA）,,,DB6-100R1,,水平,160,前,30.0,KUKA,,中空,SS400,210,,197.5,,500.0,,,,,,,,,,,,,,,
上海库卡-奇瑞捷豹路虎E0VA,SRTC-2C13253L,大型,290.0,握杆（SBA）,5000.0,,DB6-100R1,,水平,125-160,下,0.0,FANUC,1.0,中空,铝,310,有,280.0,无,606.5,1进1出,114.0,,,,,,,,,,,,,
53637上海库卡-奇瑞捷豹路虎,SRTC-2C13263L,中小型,,握杆（SBA）,,,DB6-100R1,,水平,125-160,下,,ABB,,中空,铝,210,,210.0,,435.0,,100.0,,,,,,,,,,,,,
53637上海库卡-奇瑞捷豹路虎,SRTC-2C13262L,中小型,,握杆（SBA）,,,DB6-100R1,,水平,125-160,前,,ABB,,中空,铝,210,,250.0,,500.0,,124.0,,,,,,,,,,,,,
S-53637C上海库卡-奇瑞捷豹路虎,SRTC-2C13244L,大型,290.5,握杆（铝）,5000.0,焊接,DB6-100R1,134.0,水平,125-160,右,,ABB,,中空,铝,310,,600.0,,815.0,1进1出,,,,,,,,,,,,,,
S-53638C上海库卡_奇瑞捷豹路虎E0VA,SRTC-2C13247L,中小型,176.0,握杆（铝）,5000.0,,DB6-100R1,90.0,水平,125-160,上,20.0,FANUC,,中空,铝,210,,230.0,,445.0,1进1出,124.0,,,,,,,,,,,,,
53637上海库卡-奇瑞捷豹路虎,SRTC-2C13261L,中小型,,握杆（铝）,,,DB6-100R1,,水平,125-160,下,,ABB,,中空,铝,210,,310.0,,570.0,,124.0,,,,,,,,,,,,,
S-53637C上海库卡_奇瑞捷豹路虎E0VA,SRTC-2C13245L,中小型,98.0,TIP BASE（G 型）,5000.0,,DB6-100R1,100.0,水平,125-160,上,30.0,ABB,,中空,铝,210,,,,,1进1出,,,,,,,,,,,,,,
S-53637C安徽巨一_奇瑞捷豹路虎E0VA,SRTC-2C13246L,中小型,98.0,握杆（SBA）,5000.0,,DB6-100R1,102.0,水平,125-160,右,,ABB,15.0,中空,SS400,210,,185.0,,223.0,1进1出,,,,,,,,,,,,,,
博世力士乐_巴西比亚迪,BRZC-0194,中小型,176.0,握杆（铝）,5000.0,型材,BOSCH,,竖直,160,右,,KUKA,,联轴器型,铝,210,有,226.5,无,372.0,1进1出,82.0,,,,,,,,,,,,,
上海鑫燕隆_上汽泰国-AH4EM,SRTC-S2C7530AL,中小型,180.0,握杆（铝）,4400.0,,RT752,137.0,水平,160,上,30.0,FANUC,1.0,联轴器型,SS400,210,无,230.0,无,381.0,1进1出,120.0,,,,,,,,,,,,,
上海鑫燕隆_上汽泰国-AH4EM,SRTC-S2C7530BL,中小型,159.0,握杆（SBA）,4400.0,,RT752,137.0,水平,160,上,30.0,FANUC,1.0,低压,SS400,210,无,175.0,无,354.0,1进1出,116.0,,,,,,,,,,,,,
上海鑫燕隆_上汽泰国-AH4EM,SRTC-S2C6315EL,中小型,170.0,握杆（铝）,4000.0,,RT752,125.0,水平,160,下,,FANUC,1.0,联轴器型,铝,210,无,225.0,无,437.5,1进1出,125.0,,,,,,,,,,,,,
安徽巨一_奇瑞捷豹路虎E0VA,SRTC-2C13066L,中小型,,握杆（铝）,,,DB6-100R1,,水平,125-160,上,,ABB,,中空,铝,210,,320.0,,320.0,,100.0,,,,,,,,,,,,,
安徽巨一_奇瑞捷豹路虎E0VA,SRTC-2C13191L,中小型,,握杆（SBA）,,,DB6-100R1,,水平,125-160,右,,ABB,,中空,铝,210,,330.0,,518.0,,74.0,,,,,,,,,,,,,
安徽巨一_奇瑞捷豹路虎E0VA,SRTC-2C13065AL,中小型,,握杆（SBA）,,,DB6-100R1,,水平,125-160,右,,ABB,,中空,铝,210,,277.0,,518.0,,74.0,,,,,,,,,,,,,
安徽巨一_奇瑞捷豹路虎E0VA,SRTC-2C13065L,中小型,,握杆（SBA）,,,DB6-100R1,,水平,125-160,上,30.0,ABB,,中空,铝,210,,277.0,,550.0,,74.0,,,,,,,,,,,,,
S-53447C西安腾比亚迪EU导入-库卡,SRTC-5C13327L,中小型,142.5,握杆（铝）,5000.0,,ITS85,95.0,水平,125,下,,KUKA,,联轴器型,铝,210,,125.0,,250.0,1进1出,,,,,,,,,,,,,,
S-53447C西安腾比亚迪EU导入-库卡,SRTC-5C12145AL,中小型,105.0,握杆（铝）,5000.0,,ITS85,102.0,水平,125,上,,KUKA,,联轴器型,铝,210,有,260.0,,365.0,1进1出,104.0,,,,,,,,,,,,,
S-53437C安徽巨一_奇瑞捷豹路虎E0VA,SRTC-2C13111L,中小型,82.0,握杆（SBA）,5000.0,,DB6-100R1,100.0,水平,125-160,上,,FANUC,,中空,铝,210,有,57.0,,507.0,,,,,,导杆,,,,,,,,,
S-53437C安徽巨一_奇瑞捷豹路虎E0VA,SRTC-2C13068L,中小型,175.0,握杆（铝）,5000.0,,DB6-100R1,,水平,125-160,上,,FANUC,,中空,铝,210,有,430.0,,665.0,1进1出,150.0,,,,,,,,,,,,,
安徽巨一_奇瑞捷豹路虎E0VA,SRTC-2C13070L,中小型,190.0,握杆（铝）,5000.0,,DB6-100R1,,水平,125-160,上,30.0,ABB,,中空,铝,210,无,530.0,无,460.0,1进1出,124.0,,,,,,,,,,,,,
S-53159C安徽悦众-安徽江淮,SRTC-2C13286L,中小型,,TIP BASE（G 型）,,,DB6-100R1,,水平,160,右,,KUKA,,联轴器型,铝,210,,70.0,,345.0,,,,,,,,,,,,,,,
长城精工徐水-C06项目,SRTC-2C13196L,中小型,170.0,握杆（SBA）,5000.0,,DB6-100R1,,水平,125,下,,FANUC,,联轴器型,铝,210,无,215.0,无,370.0,1进1出,139.0,,,,,,,,,,,,,
长城精工徐水-C06项目,SRTC-2C13195L,中小型,160.0,握杆（铝）,5000.0,型材,DB6-100R1,,水平,125,右,,FANUC,,联轴器型,铝,210,无,350.0,无,500.0,1进1出,124.0,,,,,,,,,,,,,
长城精工徐水-C06项目,SRTC-2C9473CL,中小型,155.0,握杆（铝）,5000.0,型材,DB6-100R1,,水平,125,右,40.0,FANUC,,联轴器型,铝,210,无,350.0,无,411.0,1进1出,124.0,,,,,,,,,,,,,
S-53159C安徽悦众-安徽江淮,SRTC-2C13171L,中小型,175.0,握杆（铝）,3500.0,,DB6-100R1,109.0,水平,125,右,,KUKA,,联轴器型,铝,210,有,450.0,,470.0,1进1出,124.0,,,,,,,,,,,,,
S-53447C西安腾比亚迪EU导入-库卡,SRTC-5C13153L,中小型,,TIP BASE（F 型）,,,ITS85,,水平,125,上,,KUKA,,联轴器型,铝,210,,195.0,,417.0,,,,,,,,,,,,,,,
S-53447C西安腾比亚迪EU导入-库卡,SRTC-5C13314L,中小型,55.0,握杆（SBA）,4500.0,,ITS85,102.0,水平,125-160,右,,KUKA,,联轴器型,铝,210,有,59.5,,272.0,1进1出,,,,,,,,,,,,,,
S-53706C 孟腾比亚迪一期EU,SRTC-5C13303L,中小型,190.0,握杆（铝）,4500.0,,ITS85,100.0,水平,125,上,,FANUC,,联轴器型,铝,210,有,430.0,,425.0,1进1出,144.0,,,,,,,,,,,,,
S-53148C安徽巨一-广汽乘用车,SRTC-2C12982AL,中小型,70.0,握杆（SBA）,5000.0,,DB6-100R1,,水平,160,,,ABB,,中空,铝,210,有,145.0,,,1进1出,,70.0,下,,滑轨,,,,,,,,,
孟腾比亚迪一期EU,SRTC-5C13266L,大型,233.5,握杆（铝）,4500.0,,ITS85,,水平,125,上,0.0,YASKAWA,1.0,联轴器型,铝,310,无,350.0,无,400.0,1进1出,140.0,,,,,,,,,,,,,
S-53712C重庆大东_重庆大东,SRTC-2C13290L,中小型,115.5,握杆（铝）,5000.0,,ITS85,102.0,水平,125,右,,FANUC,,高压,铝,210,,300.0,,400.0,1进1出,124.0,,,,,,,,,,,,,
孟腾比亚迪一期EU,SRTC-5C13264L,中小型,125.0,握杆（铝）,5000.0,,ITS85,,水平,125,右,90.0,YASKAWA,1.0,联轴器型,铝,210,无,210.0,无,320.0,1进1出,104.0,,,,,,,,,,,,,
孟腾比亚迪一期EU焊钳,SRTC-5C13139L,中小型,190.0,握杆（铝）,4500.0,,ITS85,,水平,125,右,0.0,FANUC,,联轴器型,铝,210,有,430.0,无,426.5,1进1出,124.0,,,,,,,,,,,,,
孟腾比亚迪一期EU,SRTC-5C11907BL,中小型,150.0,握杆（铝）,5000.0,,ITS85,,水平,125,后,90.0,PANASONIC,1.0,联轴器型,铝,210,无,235.0,无,303.0,1进1出,135.0,,,,,,,,,,,,,
S-53639C上奥科技_安徽成飞瑞鹄安庆,SRTC-5C13194L,大型,230.0,握杆（铝）,5500.0,,ITS85,117.0,水平,125,右,,YASKAWA,,联轴器型,铝,310,有,400.0,,507.0,1进1出,124.0,,,,,,,,,,,,,
安徽泓毅_芜湖普威,SRTC-5C12912L,中小型,50.0,握杆（铝）,3500.0,型材,ITS85,,水平,125,上,,FANUC,,联轴器型,铝,210,无,105.0,无,524.0,2进2出,,,,是,滑轨,,,,,,,,,
安徽泓毅_芜湖普威,SRTC-5C12860BL,中小型,127.0,握杆（铝）,4500.0,型材,ITS85,,水平,125,右,30.0,FANUC,,联轴器型,铝,210,无,300.0,无,490.0,2进3出,104.0,,,,,,,,,,,,,
安徽泓毅_芜湖普威,SRTC-5C12860AL,中小型,140.0,握杆（铝）,4500.0,型材,ITS85,,水平,125,下,,FANUC,,联轴器型,铝,210,无,300.0,无,450.0,2进2出,,,,,,,,,,,,,,
安徽泓毅_芜湖普威,SRTC-5C12860L,中小型,127.0,握杆（铝）,4500.0,型材,ITS85,,水平,125,上,,FANUC,,联轴器型,铝,210,无,300.0,无,450.0,2进2出,104.0,,,,,,,,,,,,,
孟腾比亚迪一期EU,SSRTC-5C13145L,中小型,170.0,握杆（SBA）,4500.0,,ITS85,,水平,125,右,90.0,KUKA,1.0,联轴器型,铝,210,无,150.0,无,389.5,1进1出,74.0,,,,,,,,,,,,,
52843重庆博俊工业,SRTC-5C13033L,中小型,,握杆（铝）,,,DB6-100R1,,水平,125,右,,FANUC,,联轴器型,铝,210,有,340.0,,445.0,,124.0,,,,,,,,,,,,,
西安焊装工厂SR春季款项目,SRTC-5C13001L,中小型,152.0,握杆（铝）,4500.0,型材,ITS85,,竖直,125-160,右,,FANUC,,联轴器型,铝,210,有,200.0,无,303.0,1进1出,7.0,,,,,,,,,,,,,
西安焊装工厂SR春季款项目,SRTC-5C13010L,中小型,165.0,握杆（SBA）,5000.0,,ITS85,,水平,125,右,,YASKAWA,,联轴器型,铝,210,有,185.0,无,337.0,1进1出,21.0,,,,,,,,,,,,,
西安焊装工厂SR春季款项目,SRTC-5C13009L,中小型,183.5,握杆（铝）,4500.0,型材,ITS85,,水平,125-160,下,,KUKA,,联轴器型,铝,210,有,260.0,无,400.0,1进1出,140.0,,,,,,,,,,,,,
重庆通达-重庆腾海,SRTC-2C12987L,中小型,120.5,握杆（SBA）,5000.0,,ITS85,,水平,125,上,30.0,FANUC,1.0,联轴器型,铝,210,无,350.0,无,403.0,2进2出,124.0,,,,,,,,,,,,,
OIND_TVS-N606-250926-03S,SRTC-5AC13006L,中小型,160.0,握杆（铝）,4000.0,,DB6-100R1,118.0,水平,160,右,,KUKA,1.0,联轴器型,铝,210,无,465.0,无,571.5,1进1出,217.0,53.0,上,否,滑轨,,,,,,,,,
53084重庆意立特_重庆朗贤,SRTC-5C12963L,中小型,,握杆（铝）,,,ITS85,,水平,125,上,,YASKAWA,,联轴器型,铝,210,,,,,,124.0,,,,,,,,,,,,,
浙江科弘_长兴地通,SRTC-5C13035L,中小型,160.0,握杆（铝）,4500.0,,ITS85,,水平,125,上,0.0,FANUC,,中空,铝,210,无,305.0,无,436.5,2进2出,160.0,,,,,,,,,,,,,
53244重庆意立特_芜湖朗贤,SRTC-5C12989L,中小型,,握杆（铝）,,,ITS85,,水平,160,右,,YASKAWA,,低压,铝,210,有,275.0,无,,,154.0,,,,,,,,,,,,,
福清兴高达,SRTC-2C13015L,大型,260.0,GUN HEAD（?45）,5300.0,焊接,ITS85,131.0,水平,125,上,,FANUC,1.0,联轴器型,铝,310,无,750.0,无,729.5,2进2出,124.0,,,,,,,,,,,,,
重庆元谱_重庆华青,SRTC-2C12885L,中小型,189.5,握杆（SBA）,4500.0,,ITS85,,竖直,125,右,0.0,FANUC,,低压,铝,210,无,320.0,无,397.0,2进2出,194.0,,,,,,,,,,,,,
成都博俊,SRTC-5C12971L,中小型,138.0,握杆（铝）,4500.0,,DB6-100R1,100.0,水平,125,上,45.0,FANUC,1.0,,铝,210,无,250.0,无,361.5,1进1出,159.0,,,,,,,,,,,,,
53089>重庆博俊工业,SRTC-5C12960L,中小型,,握杆（铝）,,,DB6-100R1,,水平,125,前,,FANUC,,联轴器型,铝,210,有,210.0,,320.0,,104.0,,,,,,,,,,,,,
重庆博俊工业,SRTC-5C12973L,中小型,,TIP BASE（G 型）,,,DB6-100R1,,水平,125,下,,FANUC,,联轴器型,铝,210,有,,,,,,,,,,,,,,,,,,
S-53032C深汕二期焊装18#厂房QZ,SRTC-5C12952L,中小型,,TIP BASE（G 型）,,,ITS85,,竖直,125-160,右,,KUKA,,联轴器型,铝,210,,,,,,,,,,,,,,,,,,,
深汕二期焊装18#厂房QZ,SRTC-5C12965L,中小型,112.5,握杆（铝）,5000.0,,ITS85,,水平,125-160,下,0.0,KUKA,,联轴器型,铝,210,STAUBLI,360.0,无,431.0,1进1出,155.0,,,,,,,,,,,,,
53032深汕二期焊装18#厂房QZ,SRTC-5C12951L,中小型,,握杆（铝）,,,ITS85,,水平,125-160,前,,KUKA,,联轴器型,铝,210,,275.0,,,,124.0,,,,,,,,,,,,,
S-53032C深汕二期焊装18#厂房QZ,SRTC-5C12950L,中小型,126.0,握杆（铝）,4500.0,,ITS85,92.0,水平,125-160,后,,KUKA,,联轴器型,铝,210,有,165.0,,267.0,1进1出,,,,,,,,,,,,,,
S-53032C深汕二期焊装18#厂房QZ,SRTC-5C12949L,中小型,111.0,握杆（铝）,4500.0,,ITS85,90.0,水平,125-160,下,,KUKA,,联轴器型,铝,210,,165.0,,267.0,1进1出,,,,,,,,,,,,,,
武汉迈鑫,SRTC-2C12911L,中小型,,握杆（SBA）,,,DB6-100R1,,水平,125,右,,FANUC,,低压,铝,210,,320.0,,355.0,,150.0,,,,,,,,,,,,,
中汽工程-安徽江淮 X234&X246 项目设计,SRTC-2C12509L,中小型,,握杆（SBA）,5000.0,,DB6-100R1,96.0,水平,160,上,45.0,KUKA,1.0,中空,铝,210,无,250.0,无,392.0,1进1出,104.0,,,,,,,,,,,,,
天津福臻_安徽江淮,SRTC-2C12133L,中小型,155.0,握杆（铝）,5000.0,,DB6-100R1,,水平,200,右,0.0,KUKA,,中空,铝,210,无,272.0,无,346.5,1进1出,124.0,,,,,,,,,,,,,
S-50638C广州德恒_东实,SRTC-5C12807L,中小型,97.0,握杆（SBA）,5000.0,,DB6-100R1,130.0,水平,125,下,,FANUC,,联轴器型,铝,210,,222.0,,,2进2出,,,下,,滑轨,,,,,,,,,
S-50638C广州德恒_东实,SRTC-5C12805AL,中小型,185.0,TIP BASE（G 型）,6000.0,,DB6-100R1,92.0,水平,125,右,,FANUC,,联轴器型,铝,210,,160.0,,218.0,2进2出,,,,,,,,,,,,,,
S-50638C广州德恒_东实,SRTC-5C12805L,中小型,185.0,TIP BASE（G 型）,6000.0,,DB6-100R1,90.0,水平,125,下,30.0,FANUC,,联轴器型,铝,210,,160.0,,215.0,2进2出,,,,,,,,,,,,,,
瑞松北斗-武汉东泰盛D03,SRTC-5C12851L,大型,207.0,握杆（铝）,5000.0,,ITS85,,水平,125,上,0.0,FANUC,,中空,铝,310,无,730.0,无,529.0,2进2出,124.0,,,,,,,,,,,,,
OIND_JBM-YCA-MC,SRTC-2C12861L,中小型,50.0,TIP BASE（G 型）,4000.0,,DB6-100R1,99.0,水平,125,左,,PANASONIC,1.0,联轴器型,铝,210,无,50.0,无,244.0,2进2出,,,,,,,,,,,,,,
重庆博俊工业,SRTC-5C12846L,大型,230.0,握杆（铝）,5500.0,,DB6-100R1,,水平,125,上,0.0,FANUC,,联轴器型,铝,310,无,615.0,无,637.0,1进1出,74.0,,,,,,,,,,,,,
江苏悦川_河北泰鸿,SRTC-5C12883L,中小型,179.5,握杆（铝）,4500.0,,ITS85,,水平,125,右,0.0,YASKAWA,,联轴器型,铝,210,无,378.0,无,396.0,2进2出,174.0,,,,,,,,,,,,,
重庆博俊工业,SRTC-5C12828L,大型,237.0,握杆（铝）,4500.0,,DB6-100R1,108.0,水平,125,右,,FANUC,1.0,联轴器型,铝,310,无,270.0,无,557.0,1进1出,129.0,,,,,,,,,,,,,
精诚工科_重庆长安福特,SRTC-2C0833AL,中小型,155.0,TIP BASE（F 型）,3600.0,,ITS85,,水平,125,右,0.0,ABB,,低压,SS400,210,无,260.0,无,385.0,1进1出,260.0,,,,,,,,,,,,,
重庆众思创_重庆长安铃耀,SRTC-2C12712AL,中小型,180.0,握杆（铝）,5000.0,,DB6-100R1,,水平,125,上,,FANUC,,中空,铝,210,有,200.0,无,350.0,1进1出,124.0,,,,,,,,,,,,,
S-51865C迈赫自动化_重庆长安铃耀,SRTC-2C12678L,大型,281.0,握杆（铝）,5000.0,,DB6-100R1,154.0,水平,125,前,,FANUC,30.0,中空,SS400,310,,570.0,,727.0,1进1出,124.0,,,,,,,,,,,,,
S-52581C深汕比亚迪-二期增补,SRTC-5C12820L,中小型,120.0,TIP BASE（G 型）,4500.0,,ITS85,100.0,水平,125-160,下,45.0,KUKA,,联轴器型,SS400,210,有,80.0,,221.0,1进1出,,,,,,,,,,,,,,
52699重庆元谱_重庆数码模,SRTC-2C12835L,中小型,131.0,GUN HEAD（?36）,4500.0,,ITS85,,水平,125,右,0.0,FANUC,,低压,铝,210,无,350.0,无,395.0,2进2出,74.0,,,,,,,,,,,,,
52533广州华优-广州东昇G02项目,SRTC-5C12817L,中小型,,握杆（铝）,,,ITS85,,水平,125,右,,FANUC,,中空,铝,210,,350.0,,443.0,,144.0,,,,,,,,,,,,,
52733重庆元谱-重庆多润,SRTC-2C12838L,中小型,,握杆（铝）,,,ITS85,,竖直,125,右,,FANUC,,低压,铝,210,,550.0,,440.0,,154.0,,,,,,,,,,,,,
重庆博俊工业-A15-欧米森部分,SRTC-5C12798L,中小型,170.0,握杆（铝）,4500.0,型材,DB6-100R1,,水平,125,上,,FANUC,,联轴器型,铝,210,有,370.0,无,462.0,1进1出,187.0,,,,,,,,,,,,,
S-51344C大连奥托_安徽江淮,SRTC-2C12497AL,中小型,185.0,握杆（SBA）,5000.0,,DB6-100R1,,水平,160,上,15.0,KUKA,,中空,铝,210,,280.0,,518.0,1进1出,124.0,,,,,,,,,,,,,
S-51344C大连奥托_安徽江淮,SRTC-2C12497L,中小型,180.0,握杆（SBA）,5000.0,,DB6-100R1,102.0,水平,160,上,15.0,KUKA,,中空,铝,210,有,280.0,,518.0,1进1出,124.0,,,,,,,,,,,,,
重庆元普-重庆多锐,SRTC-2C12795L,中小型,180.5,握杆（SBA）,6000.0,,ITS85,132.0,水平,125,右,20.0,KUKA,1.0,高压,铝,210,有,380.0,无,508.0,1进1出,124.0,,,,,,,,,,,,,
重庆元普-重庆多锐,SRTC-2C12794AL,中小型,180.5,握杆（铝）,6000.0,,ITS85,121.0,水平,125,左,20.0,KUKA,1.0,高压,铝,210,有,430.0,无,501.5,1进1出,174.0,,,,,,,,,,,,,
S-51344C大连奥托_安徽江淮,SRTC-2C12501L,中小型,190.0,握杆（铝）,5000.0,,ITS85,,水平,125,上,30.0,KUKA,,中空,铝,210,,400.0,,590.0,1进1出,164.0,,,,,,,,,,,,,
重庆元普-重庆多锐,SRTC-2C12826L,中小型,180.5,握杆（铝）,6000.0,,ITS85,114.0,水平,125,右,,YASKAWA,1.0,高压,铝,210,有,430.0,无,501.5,2进2出,174.0,,,,,,,,,,,,,
S-51344C大连奥托_安徽江淮,SRTC-2C12498L,中小型,180.0,握杆（铝）,5000.0,,DB6-100R1,,水平,160,前,,KUKA,,中空,铝,210,,370.0,,450.0,1进1出,124.0,,,,,,,,,,,,,
OIND_RUCHA-CARGO TRAY-EXPANSION,SRTC-2C11621L,中小型,,握杆（铝）,3000.0,,DB6-100R1,,水平,125,下,,YASKAWA,,联轴器型,铝,210,,200.0,,458.0,2进2出,154.0,,,,,,,,,,,,,
M51680C济南比亚迪-SC6E车型改造,SRTC-2C9792AL,中小型,,握杆（SBA）,,,ITS85,,水平,160,下,,PANASONIC,,联轴器型,铝,210,有,200.0,,541.0,1进1出,,,,,导杆,,,,,,,,,
M51680C济南比亚迪-SC6E车型改造,SRTC-2C9776AL,中小型,161.0,握杆（SBA）,4500.0,,ITS85,,水平,160,右,,,,联轴器型,铝,210,有,200.0,,512.0,1进1出,,,,,导杆,,,,,,,,,
郑州比亚迪EQ项目设计,SRTC-5C12781L,中小型,145.0,握杆（铝）,5000.0,,ITS85,109.5,水平,125-160,前,20.0,KUKA,1.0,联轴器型,SS400,210,有,180.0,无,445.0,1进1出,104.0,,,,,,,,,,,,,
郑州比亚迪EQ项目设计,SRTC-5C12782L,中小型,149.5,握杆（铝）,5000.0,,ITS85,104.0,水平,125-160,上,0.0,KUKA,1.0,联轴器型,铝,210,有,330.0,无,540.0,1进1出,104.0,,,,导杆,,,,,,,,,
淮安比亚迪-CS 迈赫设计,SRTC-5C12703L,中小型,189.5,握杆（SBA）,5000.0,,ITS85,114.0,水平,125-160,三维,,ABB,1.0,联轴器型,SS400,210,有,250.0,无,530.0,1进1出,124.0,,,,,,,,,,,,,
广州明珞-沙特CEER设计,SRTC-2C12589,中小型,129.0,握杆（铝）,4500.0,,DB6-100R1,85.0,水平,其他,右,0.0,ABB,1.0,中空,铝,210,其他,,无,,1进1出,154.0,,,,,,,,,,,,,
乐清龙光电子 设计,SRTC-2C12504,中小型,141.0,TIP BASE（F 型）,4500.0,,DB6-100R1,100.0,水平,125,右,0.0,KUKA,1.0,联轴器型,铝,210,无,100.0,无,307.0,1进1出,,,,,,,,,,,,,,
重庆数码模,SRTC-2C12804L,大型,259.0,握杆（铝）,5000.0,,ITS85,,水平,125,右,0.0,FANUC,,高压,铝,310,无,360.0,无,600.0,2进2出,154.0,,,,,,,,,,,,,
重庆博俊-马来西亚SS11项目,SRTC-2C11655L,中小型,,TIP BASE（G 型）,,,DB6-100R1,,水平,160,右,,ABB,,联轴器型,铝,,,50.0,,230.0,1进1出,,,,,,,,,,,,,,
S-51960C淮安比亚迪-CS,SRTC-5C12731L,中小型,175.5,握杆（铝）,5000.0,,ITS85,,水平,125-160,上,,YASKAWA,,联轴器型,铝,210,有,390.0,,441.0,1进1出,155.0,,,,,,,,,,,,,
济南比亚迪SC6E,SRTC-5C12614,中小型,148.5,,5000.0,,ITS85,,水平,125,上,0.0,FANUC,1.0,联轴器型,铝,210,无,260.0,无,400.0,1进1出,140.0,,,,,,,,,,,,,
S-52092C长春一诺_一汽红旗,SRTC-5C12749L,大型,285.5,,5000.0,焊接,ITS85,136.0,水平,125,右,,YASKAWA,,高压,铝,310,有,590.0,,723.0,2进2出,,,,,,,,,,,,,,
S-52092C长春一诺_一汽红旗,SRTC-5C12748AL,中小型,134.5,握杆（铝）,4800.0,,ITS85,92.0,水平,125,下,45.0,YASKAWA,,联轴器型,铝,210,,260.0,,410.0,2进2出,100.0,,,,,,,,,,,,,
S-52092C长春一诺_一汽红旗,SRTC-5C12748L,中小型,134.5,握杆（SBA）,4800.0,,ITS85,,水平,125,下,45.0,YASKAWA,,联轴器型,铝,210,,260.0,,410.0,2进2出,100.0,,,,,,,,,,,,,
长春一诺-一汽红旗E001门盖大正部分,SRTC-2C12735L,中小型,,握杆（SBA）,,,ITS85,,水平,125,下,,YASKAWA,,低压,SS400,210,,240.0,,170.0,,,,,,,,,,,,,,,
苏州韦尔迪_常州瑞悦,SRTC-5C12772L,中小型,149.0,握杆（铝）,4500.0,,DB6-100R1,93.0,水平,125,右,,FANUC,1.0,联轴器型,铝,210,有,245.0,无,402.5,1进1出,115.5,,,,,,,,,,,,,
M52357C重庆至信_重庆衍数N111,SRTC-2C8374AL,中小型,,握杆（SBA）,4500.0,,ITS85,100.0,水平,125,右,,KUKA,,联轴器型,铝,210,,221.0,,448.0,1进1出,115.0,,,,,,,,,,,,,
郑州比亚迪EQ,SRTC-5C12757L,中小型,165.0,握杆（铝）,5000.0,,ITS85,,水平,125-160,后,25.0,KUKA,1.0,联轴器型,SS400,160,有,226.5,无,416.0,1进1出,86.0,,,,,,,,,,,,,
郑州比亚迪EQ,SRTC-5C12755L,中小型,145.0,握杆（铝）,5000.0,,ITS85,,水平,125-160,前,20.0,KUKA,1.0,联轴器型,SS400,210,无,300.0,无,445.0,1进1出,104.0,,,,,,,,,,,,,
郑州比亚迪EQ项目,SRTC-5C12760AL,中小型,165.0,握杆（SBA）,5000.0,型材,ITS85,,水平,125-160,上,,KUKA,,高压,铝,210,有,300.0,无,540.0,1进1出,104.0,,,,,,,,,,,,,
M51986精工自动化-天津长城,SRTC-C0758CL,中小型,188.0,GUN HEAD（?36）,4500.0,,ITS85,,水平,125,右,30.0,KUKA,,高压,铝,210,,250.0,,333.0,1进1出,74.0,,,,,,,,,,,,,
长城精工-天津长城,SRTC-2C12730L,中小型,170.0,握杆（SBA）,4500.0,,DB6-100R1,,水平,160,下,0.0,KUKA,,联轴器型,铝,210,无,250.0,无,418.0,1进1出,124.0,,,,,,,,,,,,,
M52153重庆衍数-金华至信,SRTC-C5741AL,中小型,113.0,握杆（SBA）,5000.0,,RT552,,水平,125,上,0.0,KUKA,,高压,铝,210,无,300.0,无,285.0,1进1出,74.0,,,,,,,,,,,,,
重庆衍数-金华至信,SRTC-2C11154BL,中小型,190.0,握杆（铝）,4500.0,,ITS85,,水平,125,上,0.0,KUKA,,高压,铝,210,无,365.0,无,450.0,1进1出,124.0,,,,,,,,,,,,,
