描述,图号1(o),产品子分类类型,行程,电极臂端部,加压力,电极臂,变压器,重量,变压器放置方向,法兰P.C.D,托架方向,托架角度,MOTOR厂家,托架个数,齿轮箱型式,托架材料,齿轮箱行程,换枪装置,喉深,有无平衡,喉宽,水路,握杆伸出长度,偏心距离,偏心方向,偏心是否回到中心面,导向方式,静臂偏心,静电极臂端部,动臂偏心,动电极臂端部,支轴到驱动中心距离,静电极臂前部长,静电极臂前部高,动电极臂前部长,动电极臂前部高
西安比亚迪-三期QX-库卡,SRTX-5C21091L,中小型,220.0,,4500.0,,ITS85,,水平,125-160,前,25.0,KUKA,1.0,联轴器型,铝,160,无,590.0,无,340.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,396.0,110.0,446.0,230.0
靖江新程-武汉新程,SRTX-2C18746AL,中小型,160.0,,4500.0,,ITS85,,竖直,125,右,90.0,FANUC,1.0,联轴器型,铝,160,无,440.0,无,310.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,80.0,296.0,230.0
重庆意立特-无锡朗贤B216C,SRTX-5C21426L,大型,245.0,,4500.0,,ITS85,,竖直,125,右,90.0,PANASONIC,1.0,联轴器型,铝,160,无,745.0,无,405.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,400.0,565.0,65.0,675.0,340.0
广州资信（丰桥集成）-GTMC#5前地板能增,SRTX-S2C21145L,大型,285.0,,5880.0,,ITS85,,竖直,125,下,0.0,YASKAWA,,中空,铝,160,无,870.0,无,390.0,3进3出,,,,,,,握杆（铝）,,握杆（铝）,400.0,716.0,200.0,716.0,190.0
重庆博俊_合肥腾海,SRTX-2C21433L,中小型,,,,,ITS85,,水平,160,右,,ABB,,折回,铝,160,,525.0,,325.0,,,,,,,,握杆（铝）,,握杆（铝）,200.0,,,,
广州资信（丰桥集成）-GTMC#5前地板能增,SRTX-S2C21287L,大型,230.0,,5884.0,,ITS85,,竖直,125,前,0.0,YASKAWA,,中空,SS400,160,无,880.0,无,365.0,3进3出,,,,,,,握杆（铝）,,握杆（铝）,400.0,546.0,150.0,546.0,215.0
S-54137C巴西比亚迪,BRZX-0220,大型,345.0,,5000.0,,其他,167.0,竖直,160,后,,KUKA,,联轴器型,铝,160,有,1089.0,,720.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,415.0,900.0,320.0,940.0,400.0
重庆博俊_合肥腾海,SRTX-2C21432L,中小型,200.0,,4500.0,,ITS85,,水平,160,右,0.0,ABB,,折回,铝,110,无,550.0,无,430.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,346.0,180.0,346.0,250.0
长城精工徐水-C06项目,SRTX-2C13543B,中小型,163.0,,5500.0,型材,DB6-100R1,,水平,125,上,,FANUC,,中空,铝,160,无,450.0,无,320.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,,,,
重庆博俊_合肥腾海,SRTX-2C21483L,中小型,160.0,,4500.0,,ITS85,,水平,160,下,0.0,ABB,,折回,铝,110,无,450.0,无,310.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,60.0,346.0,250.0
长城精工徐水-C06项目,SRTX-2C13402A,中小型,165.0,,5000.0,型材,DB6-100R1,,竖直,125,上,,KUKA,,联轴器型,铝,160,无,450.0,无,320.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,,,,
上海库卡-奇瑞捷豹路虎E0VA,SRTX-2C21289L,中小型,170.0,,5000.0,,DB6-100R1,,水平,125-160,下,0.0,FANUC,1.0,中空,铝,160,有,470.0,无,180.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,90.0,246.0,90.0
安徽巨一-奇瑞捷豹路虎E0VA,SRTX-2C21037L,大型,255.0,,5000.0,,DB6-100R1,,竖直,,上,0.0,ABB,1.0,中空,铝,160,有,820.0,无,379.5,1进1出,,,,,,,握杆（铝）,,握杆（铝）,425.0,671.2,235.0,696.0,270.0
M53766C广汽丰桥-广汽荻原F50焊钳改造,SRTX-2C13758AL,中小型,205.0,,5000.0,,ITS85,98.0,竖直,125,下,,FANUC,,中空,铝,160,,560.0,,620.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,200.0,346.0,320.0,396.0,300.0
S-53995上奥科技-常州众信,SRTX-2C21467L,中小型,155.0,,4500.0,,ITS85,,竖直,125,右,,FANUC,,联轴器型,铝,160,无,410.0,无,250.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,200.0,196.0,115.0,246.0,135.0
S-53824C靖江新程_常熟新程,SRTX-2C21407L,大型,,,,,ITS85,,竖直,125,下,,FANUC,,联轴器型,铝,160,,840.0,,470.0,,,,,,,,握杆（铝）,,握杆（铝）,400.0,,,,
53436安徽巨一_奇瑞捷豹路虎E0VA,SRTX-2C21230L,中小型,,,,,DB6-100R1,,水平,125-160,下,55.0,ABB,,中空,铝,160,,540.0,,275.0,,,,,,,,握杆（铝）,,握杆（铝）,200.0,,,,
53437安徽巨一_奇瑞捷豹路虎,SRTX-2C21083L,X,,,,,DB6-100R1,,水平,125-160,下,45.0,FANUC,,中空,铝,160,,554.0,,335.0,,,,,,,,握杆（SBA）,,握杆（SBA）,300.0,,,,
S-53824C靖江新程_常熟新程,SRTX-2C21405L,大型,275.0,,4500.0,,ITS85,140.0,竖直,125,下,,FANUC,,联轴器型,铝,160,,840.0,,440.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,400.0,596.0,130.0,746.0,310.0
S-53824C靖江新程_常熟新程,SRTX-2C21406L,中小型,205.0,,4500.0,,ITS85,100.0,竖直,125,上,,FANUC,,联轴器型,铝,160,,560.0,,360.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,200.0,296.0,80.0,346.0,280.0
S-53436C安徽巨一_奇瑞捷豹路虎,SRTX-2C21093L,中小型,170.0,,5000.0,,DB6-100R1,95.0,水平,125-160,下,,ABB,,中空,铝,160,,460.0,,320.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,266.0,190.0,266.0,140.0
S-53436C安徽巨一_奇瑞捷豹路虎,SRTX-2C21098L,中小型,220.0,,4500.0,,DB6-100R1,95.0,水平,125-160,,,ABB,,中空,铝,160,,600.0,,235.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,336.0,105.0,336.0,130.0
S-53436C安徽巨一_奇瑞捷豹路虎,SRTX-2C21092AL,中小型,179.0,,5000.0,,DB6-100R1,90.0,水平,125-160,上,,ABB,,中空,铝,160,,490.0,,225.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,296.0,85.0,296.0,140.0
S-53436C安徽巨一_奇瑞捷豹路虎,SRTX-2C21297AL,中小型,220.0,,4500.0,,DB6-100R1,,水平,125-160,下,,ABB,,中空,铝,160,,600.0,,560.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,396.0,180.0,526.0,380.0
安徽巨一_奇瑞捷豹路虎E0VA,SRTX-2C21157L,中小型,185.0,,5000.0,,DB6-100R1,,水平,125-160,上,0.0,ABB,,中空,铝,160,无,500.0,无,345.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,346.0,265.0,296.0,80.0
安徽巨一_奇瑞捷豹路虎E0VA,SRTX-2C21045L,大型,230.0,,5000.0,,DB6-100R1,,竖直,125-160,上,0.0,ABB,,中空,铝,160,无,744.0,无,350.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,425.0,560.0,175.0,560.0,175.0
安徽巨一_奇瑞捷豹路虎E0VA,SRTX-2C21286L,中小型,200.0,,5000.0,,DB6-100R1,,水平,125-160,下,0.0,ABB,,中空,铝,160,无,480.0,无,425.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,296.0,215.0,296.0,210.0
S-534037C安徽巨一_奇瑞捷豹路虎,SRTX-2C21297L,中小型,220.0,,4500.0,,DB6-100R1,100.0,水平,125-160,下,,FANUC,,中空,铝,160,,600.0,,560.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,396.0,180.0,526.0,380.0
南京东华力威,SRTX-5C21457L,中小型,,,,,ITS85,,水平,125,右,,FANUC,,联轴器型,铝,160,,490.0,,400.0,,,,,,,,握杆（铝）,,握杆（铝）,200.0,,,,
安徽巨一_奇瑞捷豹路虎E0VA,SRTX-2C21036L,中小型,215.0,,5000.0,,DB6-100R1,,水平,125-160,下,10.0,ABB,,中空,铝,160,无,500.0,无,325.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,296.0,115.0,296.0,210.0
安徽巨一_奇瑞捷豹路虎E0VA,SRTX-2C21035L,大型,255.0,,4500.0,,DB6-100R1,,竖直,125-160,上,0.0,ABB,,中空,铝,160,无,820.0,无,470.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,425.0,700.0,235.0,671.0,235.0
53436安徽巨一_奇瑞捷豹路虎E0VA,SRTX-2C21404AL,大型,,,,,DB6-100R1,,水平,125-160,下,,ABB,,中空,铝,160,,480.0,,325.0,,,,,,,,握杆（铝）,,握杆（铝）,200.0,,,,
53437安徽巨一_奇瑞捷豹路虎E0VA,SRTX-2C21404L,中小型,,,,,DB6-100R1,,水平,125-160,下,,FANUC,,中空,铝,160,,480.0,,325.0,,,,,,,,握杆（铝）,,握杆（铝）,200.0,,,,
安徽巨一_奇瑞捷豹路虎E0VA,SRTX-2C21043L,中小型,215.0,,5000.0,,DB6-100R1,,水平,125-160,下,0.0,FANUC,,中空,铝,160,无,500.0,无,325.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,296.0,115.0,296.0,210.0
OIND LAXMI NAHAR-KD1 FUEL TANK,SRTX-5AC21464,中小型,180.0,,4000.0,,DB6-100R1,101.0,水平,125,下,,KUKA,1.0,联轴器型,铝,110,无,500.0,无,250.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,296.0,125.0,296.0,125.0
安徽巨一_奇瑞捷豹路虎E0VA,SRTX-2C21044L,中小型,185.0,,5000.0,,DB6-100R1,,水平,125-160,上,0.0,FANUC,,中空,铝,160,无,500.0,无,305.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,296.0,115.0,296.0,190.0
安徽巨一_奇瑞捷豹路虎E0VA,SRTX-2C21038L,大型,255.0,,5000.0,,DB6-100R1,,竖直,125-160,上,0.0,FANUC,,中空,铝,160,无,820.0,无,703.5,1进1出,,,,,,,握杆（铝）,,握杆（铝）,425.0,646.0,160.0,820.0,543.5
上海博世力士乐-巴西比亚迪,BRZX-0495,中小型,170.0,,5000.0,,BOSCH,,水平,160,上,0.0,KUKA,1.0,联轴器型,铝,160,有,461.0,无,330.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,296.0,155.0,326.0,175.0
53656上海不二越_苏州金鸿顺,SRTX-2C21253L,中小型,,,,,ITS85,,竖直,125,右,,多摩川,,折回,铝,160,,450.0,,300.0,,,,,,,,握杆（铝）,,握杆（铝）,200.0,,,,
S-53762C成都福莫斯-广汽荻原F05,SRTX-2C21344L,大型,220.0,,5000.0,,ITS85,112.0,水平,125,下,30.0,FANUC,,中空,铝,160,,770.0,,480.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,400.0,596.0,195.0,646.0,285.0
S-53762C成都福莫斯-广汽荻原F05,SRTX-2C21347L,大型,210.0,,5000.0,,ITS85,124.0,水平,125,上,,FANUC,,中空,铝,160,,746.0,,530.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,400.0,596.0,330.0,572.0,200.0
成都福莫斯-广汽荻原F05,SRTX-2C21409L,中小型,195.0,,5000.0,,ITS85,,水平,125,下,0.0,FANUC,,中空,铝,160,无,535.0,无,310.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,200.0,296.0,90.0,396.0,220.0
成都福莫斯-广汽荻原F05,SRTX-2C21343L,大型,235.0,,5000.0,,ITS85,,水平,125,上,0.0,FANUC,,中空,铝,160,无,750.0,无,510.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,310.0,646.0,350.0,546.0,160.0
S-53159C安徽悦众-安徽江淮,SRTX-2C21106AL,Y,145.0,,4000.0,,DB6-100R1,111.0,竖直,125,上,,KUKA,,联轴器型,铝,160,有,450.0,,115.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,250.0,216.0,50.0,246.0,65.0
长城精工徐水-C06项目,SRTX-2C21238,中小型,195.0,,4900.0,型材,DB6-100R1,,竖直,125,右,60.0,FANUC,,中空,铝,160,无,540.0,无,385.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,,,,
长城精工徐水-C06项目,SRTX-2C21239,中小型,200.0,,4500.0,型材,DB6-100R1,,竖直,125,下,,FANUC,,中空,铝,160,无,540.0,无,360.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,,,,
长城精工徐水-C06项目,SRTX-2C21237AL,中小型,185.0,,4500.0,型材,DB6-100R1,,水平,125,右,30.0,FANUC,,联轴器型,铝,160,无,500.0,无,305.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,,,,,
长城精工徐水-C06项目,SRTX-2C21237L,中小型,185.0,,4500.0,型材,DB6-100R1,,水平,125,右,,FANUC,,联轴器型,铝,160,无,500.0,无,305.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,,,,,
长城精工徐水-C06项目,SRTX-2C19664AL,中小型,185.0,,4500.0,型材,DB6-100R1,,水平,125,下,,FANUC,,联轴器型,铝,160,无,500.0,无,305.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,,,,,
长城精工徐水-C06项目,SRTX-2C19663AL,中小型,185.0,,4500.0,型材,DB6-100R1,,水平,125,上,,FANUC,,联轴器型,铝,160,无,500.0,无,325.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,,,,
53801南京合信-农机配套工作站,SRTX-5C21366L,大型,,,,,ITS85,,水平,125,上,,FANUC,,联轴器型,铝,160,,830.0,,380.0,,,,,,,,握杆（铝）,,握杆（铝）,400.0,,,,
孟腾比亚迪一期EU-KUKA,SRTX-5C21196L,中小型,185.0,,4500.0,型材,ITS85,,水平,125,下,,KUKA,,联轴器型,铝,160,无,500.0,无,325.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,,,,
S-53447C孟腾比亚迪一期EU-库卡,SRTX-5C21213L,中小型,200.0,,4500.0,,ITS85,115.0,竖直,125,右,,KUKA,,折回,铝,110,有,560.0,,440.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,396.0,110.0,610.0,330.0
深汕比亚迪-二期-KUKA设计,SRTX-5C21174L,大型,,,,,ITS85,,水平,160,下,,KUKA,,联轴器型,铝,160,,,,,,,,,,,,握杆（铝）,,握杆（铝）,400.0,,,,
53709西安比亚迪,SRTX-5C18418AL,中小型,,,,,ITS85,,水平,125,下,,YASKAWA,,联轴器型,铝,160,,,,,,,,,,,,握杆（铝）,,握杆（铝）,200.0,,,,
合肥哈工-宜宾普翼T16夹具项目,SRTX-5C20419A,中小型,165.0,,4500.0,,ITS85,,水平,125,右,90.0,KUKA,2.0,联轴器型,SS400,160,无,450.0,无,280.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,206.0,100.0,246.0,180.0
西安腾比亚迪EU导入-库卡,SRTX-5C21198L,大型,280.0,,4500.0,型材,ITS85,,水平,125,前,45.0,KUKA,,联轴器型,SS400,160,无,840.0,无,670.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,400.0,,,,
合肥哈工-宜宾普翼T16夹具项目,SRTX-5C20421L,中小型,165.0,,4500.0,,ITS85,,水平,125,右,90.0,KUKA,1.0,联轴器型,铝,160,无,450.0,无,365.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,85.0,346.0,280.0
合肥哈工-宜宾普翼T16夹具项目,SRTX-5C20423L,中小型,185.0,,4500.0,,ITS85,,水平,125,右,90.0,KUKA,1.0,联轴器型,铝,160,无,490.0,无,285.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,85.0,296.0,200.0
S-53712C重庆大东_重庆大东,SRTX-2C21381L,中小型,205.0,,4800.0,,ITS85,111.0,水平,125,右,,FANUC,,折回,铝,110,,560.0,,400.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,200.0,346.0,100.0,406.0,300.0
重庆大东,SRTX-2C21325L,中小型,220.0,,4500.0,,ITS85,,水平,125,下,30.0,FANUC,,折回,铝,110,无,596.0,无,290.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,200.0,396.0,160.0,346.0,130.0
西安腾比亚迪EU导入-库卡,SRTX-5C21215L,大型,230.0,,4500.0,,ITS85,,水平,125,后,30.0,KUKA,,联轴器型,铝,160,无,700.0,无,440.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,400.0,546.0,225.0,546.0,215.0
西安腾比亚迪EU导入-库卡,SRTX-5C21214,中小型,210.0,,4500.0,,ITS85,,水平,125,上,0.0,KUKA,,联轴器型,铝,160,无,570.0,无,330.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,349.0,145.0,396.0,185.0
S-53712C重庆大东_重庆大东,SRTX-2C21324L,中小型,163.0,,5000.0,,ITS85,103.0,水平,125,右,,FANUC,,折回,铝,110,,446.0,,180.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,55.0,246.0,125.0
53560重庆大东_贵阳大东,SRTX-2C21169L,中小型,,,,,ITS85,,水平,125,右,,FANUC,,折回,铝,160,,516.0,,,,,,,,,,握杆（铝）,,握杆（铝）,200.0,,,,
上海冠致_河北泰鸿,SRTX-5C21352L,中小型,185.0,,5000.0,,ITS85,,竖直,125,右,0.0,FANUC,,联轴器型,铝,160,无,430.0,无,260.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,200.0,231.0,80.0,296.0,180.0
S-53712C重庆大东_重庆大东,SRTX-2C21323L,中小型,205.0,,5000.0,,ITS85,105.0,水平,125,下,,FANUC,,折回,铝,160,,560.0,,430.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,200.0,346.0,130.0,406.0,300.0
OIND YESHSHREE-MAXIMA,SRTX-5AC21386L,大型,245.0,,5000.0,,DB6-100R1,140.0,竖直,125,上,,FANUC,1.0,联轴器型,铝,160,无,750.0,无,355.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,400.0,616.0,240.0,596.0,115.0
西安腾比亚迪EU导入-库卡,SRTX-5C21194L,大型,295.0,,4500.0,型材,ITS85,,水平,125,下,,KUKA,,联轴器型,铝,160,无,890.0,无,410.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,400.0,,,,
OIND YESHSHREE-MAXIMA,SRTX-5AC21389L,大型,190.0,,5500.0,,DB6-100R1,125.0,竖直,125,下,,FANUC,1.0,联轴器型,铝,160,无,580.0,无,270.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,400.0,396.0,110.0,396.0,160.0
OIND YESHSHREE-MAXIMA,SRTX-5AC21385L,大型,260.0,,5000.0,,DB6-100R1,133.0,竖直,125,下,,FANUC,1.0,联轴器型,铝,160,无,800.0,无,270.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,400.0,596.0,120.0,596.0,150.0
孟腾比亚迪一期EU,SRTX-5C21159L,大型,,,5000.0,,,,水平,125,下,0.0,FANUC,1.0,联轴器型,铝,160,无,670.0,无,750.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,400.0,416.0,320.0,596.0,430.0
孟腾比亚迪一期EU焊钳,SRTX-5C21211L,大型,290.0,,4500.0,,ITS85,,水平,160,下,0.0,KUKA,,联轴器型,铝,160,无,880.0,无,450.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,400.0,686.0,200.0,706.0,250.0
S-53811C沈阳勇道_凌云工业-工作站,SRTX-5C21382L,中小型,165.0,,4500.0,,ITS85,90.0,水平,125,下,,,,联轴器型,铝,160,,450.0,,300.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,120.0,246.0,180.0
西安腾比亚迪EU导入-库卡,SRTX-5C21195L,大型,215.0,,4500.0,型材,ITS85,,水平,125,下,30.0,KUKA,,联轴器型,SS400,160,无,650.0,无,480.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,400.0,,,,
S-53711C西安比亚迪EU导入-安川,SRTX-5C21216L,中小型,210.0,,4500.0,,ITS85,91.0,竖直,125,后,,YASKAWA,,联轴器型,铝,160,有,570.0,,360.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,346.0,180.0,366.0,180.0
孟腾比亚迪一期EU,SRTX-5C21176L,大型,292.0,,4500.0,,ITS85,,水平,125,下,0.0,KUKA,1.0,联轴器型,铝,160,无,874.0,无,400.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,4000.0,715.0,150.0,715.0,250.0
孟腾比亚迪一期EU,SRTX-5C21175L,大型,244.0,,4500.0,,ITS85,,水平,125,前,0.0,KUKA,1.0,联轴器型,SS400,160,无,730.0,无,490.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,400.0,526.0,250.0,526.0,240.0
孟腾比亚迪一期EU,SRTX-5C21177L,中小型,175.0,,5000.0,,ITS85,,水平,125,下,45.0,KUKA,1.0,联轴器型,铝,160,无,480.0,无,190.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,296.0,70.0,346.0,120.0
安徽泓毅_芜湖普威,SRTX-5C20758L,中小型,175.0,,4000.0,型材,ITS85,,竖直,125,下,,FANUC,,联轴器型,铝,160,无,480.0,无,260.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,,,,,
安徽泓毅_芜湖普威,SRTX-5C20560L,中小型,175.0,,4500.0,型材,ITS85,,竖直,125,下,,FANUC,,联轴器型,铝,160,无,480.0,无,220.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,,,,,
S-53413C四川福摩斯_合肥腾海,SRTX-2C21000L,中小型,200.0,,5000.0,,ITS85,108.0,水平,125,上,35.0,FANUC,,折回,铝,110,,550.0,,290.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,200.0,346.0,120.0,346.0,170.0
S-53685C江苏悦川_沈阳泰鸿,SRTX-5C21295L,中小型,200.0,,4700.0,,ITS85,96.0,水平,125,右,,YASKAWA,,联轴器型,铝,160,,550.0,,335.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,200.0,296.0,50.0,446.0,285.0
OIND_TVS-N606-250926-03S,SRTX-5AC20917L,大型,210.0,,3500.0,,DB6-100R1,135.0,竖直,160,右,,KUKA,1.0,联轴器型,铝,160,无,640.0,无,560.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,400.0,396.0,150.0,426.0,410.0
S-53711C西安腾比亚迪EU导入-安川,SRTX-5C21182L,中小型,200.0,,4500.0,,ITS85,95.0,竖直,125,右,,YASKAWA,,联轴器型,铝,160,有,540.0,,240.0,1进1出,,,,,,,握杆（SBA）,,握杆（铝）,200.0,286.0,60.0,366.0,180.0
宁波蓝圣_敏实加拿大-P833,SRTX-2C21254L,大型,200.0,,4500.0,,DB6-100R1,137.0,竖直,160,右,,KUKA,1.0,联轴器型,铝,160,有,630.0,无,310.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,415.0,446.0,120.0,466.0,190.0
宁波蓝圣_敏实加拿大-P833,SRTX-2C20893L,大型,238.0,,4500.0,,DB6-100R1,,竖直,160,下,,KUKA,1.0,联轴器型,铝,160,有,750.0,无,315.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,415.0,546.0,135.0,546.0,180.0
宁波蓝圣_敏实加拿大-P833,SRTX-2C20891L,大型,240.0,,4500.0,,DB6-100R1,142.0,竖直,125,下,,KUKA,1.0,联轴器型,铝,160,无,750.0,无,315.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,415.0,546.0,135.0,546.0,180.0
宁波蓝圣_敏实加拿大-P833,SRTX-2C20889L,大型,200.0,,4500.0,,DB6-100R1,124.0,竖直,160,右,,ABB,1.0,联轴器型,铝,160,无,630.0,无,310.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,415.0,446.0,120.0,466.0,190.0
重庆元谱_重庆数码模,SRTX-2C19923AL,中小型,205.0,,4800.0,,ITS85,,水平,125,下,0.0,FANUC,,折回,铝,110,有,550.0,无,115.0,2进2出,,,,,,,GUN HEAD（?45）,,GUN HEAD（?45）,200.0,296.0,55.0,296.0,60.0
重庆元谱_重庆数码模,SRTX-2C18914AL,中小型,175.0,,5000.0,,ITS85,,竖直,125,右,0.0,FANUC,,折回,铝,110,无,486.0,无,330.0,2进2出,,,,,,,GUN HEAD（?45）,,GUN HEAD（?45）,200.0,246.0,55.0,372.0,275.0
S-53369C上海奥特博格_安徽成飞瑞鹄,SRTX-5C21004L,中小型,155.0,,5500.0,,ITS85,93.0,竖直,160,右,,YASKAWA,,折回,铝,110,,430.0,,305.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,135.0,246.0,170.0
重庆元谱_重庆数码模,SRTX-2C18907AL,中小型,195.0,,5000.0,,ITS85,,竖直,125,右,0.0,FANUC,,折回,铝,110,无,540.0,无,435.0,2进2出,,,,,,,GUN HEAD（?45）,,GUN HEAD（?45）,200.0,336.0,75.0,396.0,360.0
武汉兴亿盛_武汉地通,SRTX-5C21130L,中小型,235.0,,4000.0,,ITS85,,水平,125,右,0.0,FANUC,,中空,铝,160,无,540.0,无,280.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,200.0,296.0,90.0,366.0,190.0
S-52843C重庆博俊工业,SRTX-5C20761L,中小型,220.0,,4500.0,,DB6-100R1,117.0,竖直,125,右,,FANUC,,联轴器型,铝,160,有,600.0,,270.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,396.0,160.0,396.0,110.0
M53506C河南合宏_开封宏文改造,SRTX-5C20213AL,中小型,140.0,,2500.0,,ITS85,93.0,竖直,160,右,,YASKAWA,,折回,铝,110,有,381.0,,135.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,25.0,246.0,110.0
S-52843C重庆博俊工业,SRTX-5C20791L,中小型,195.0,,4500.0,,DB6-100R1,117.0,竖直,125,右,,FANUC,,联轴器型,铝,160,有,540.0,,405.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,346.0,60.0,446.0,345.0
OIND_MASL-W601-251010-03,SRTX-2C20982L,中小型,155.0,,5000.0,,DB6-100R1,97.0,水平,125,右,,FANUC,1.0,联轴器型,铝,100,无,430.0,无,250.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,200.0,276.0,45.0,286.0,205.0
OIND_MASL-W601-251010-03,SRTX-2C20983L,大型,175.0,,4000.0,,DB6-100R1,129.0,竖直,125,右,,FANUC,1.0,联轴器型,铝,160,无,560.0,无,500.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,415.0,376.0,120.0,376.0,380.0
53298重庆研硕_重庆赋隆,SRTX-2C20913L,中小型,,,,,ITS85,,竖直,125,右,,FANUC,,折回,铝,110,,,,,,,,,,,,握杆（铝）,,握杆（铝）,200.0,,,,
53233重庆意立特-芜湖朗贤,SRTX-5C20825L,Y,,,,,ITS85,,竖直,160,右,,PANASONIC,,联轴器型,铝,160,有,,,,,,,,,,,握杆（铝）,,握杆（铝）,270.0,,,,
M53475C重庆斯凯夫_重庆普尼朗顿,SRTX-2C16003AL,大型,218.0,,5000.0,,ITS85,126.0,竖直,125,右,,FANUC,,联轴器型,铝,160,有,660.0,,430.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,400.0,446.0,160.0,486.0,270.0
