描述,图号1(o),产品子分类类型,行程,电极臂端部,加压力,电极臂,变压器,重量,变压器放置方向,法兰P.C.D,托架方向,托架角度,MOTOR厂家,托架个数,齿轮箱型式,托架材料,齿轮箱行程,换枪装置,喉深,有无平衡,喉宽,水路,握杆伸出长度,偏心距离,偏心方向,偏心是否回到中心面,导向方式,静臂偏心,静电极臂端部,动臂偏心,动电极臂端部,支轴到驱动中心距离,静电极臂前部长,静电极臂前部高,动电极臂前部长,动电极臂前部高
联恒沈阳,SDZX-3C30248L,小型,195.0,,4500.0,,ITS85,,水平,125,右,15.0,FANUC,,OBARA-中空,铝,160,无,440.0,无,155.0,1进1出,,,,,,,握杆（?45）,,握杆（?45）,,,,,
上海ABB_广州小鹏,SDZX-3C30258L,大型,155.0,,3800.0,,MF-100,,竖直,160,下,0.0,ABB,,TOLOMATIC,铝,152,STAUBLI,450.0,无,250.0,1进1出,,,,,,,握杆（?45）,,握杆（?45）,,,,,
M40359重庆山朕_杭州卡斯马星乔瑞,SDEX-3C30185AL,大型,330.0,,5000.0,,SMF-100,134.0,水平,其他,右,,FANUC,,联轴器型,铝,160,无,944.0,,380.0,2进2出,,,,,,,握杆（?45）,,握杆（?45）,,,,,
上海ABB_广州小鹏,SDZX-3C30257L,大型,220.0,,3800.0,,MF-100,,竖直,160,右,0.0,ABB,,TOLOMATIC,铝,152,STAUBLI,640.0,无,370.0,1进1出,,,,,,,握杆（?45）,,握杆（?45）,,,,,
上海ABB_广州小鹏,SDZX-3C30265L,大型,350.0,,4500.0,,MF-100,,竖直,160,后,0.0,ABB,,TOLOMATIC,铝,152,STAUBLI,1020.0,无,460.0,1进1出,,,,,,,握杆（?45）,,握杆（?45）,,,,,
上海ABB_广州小鹏,SDZX-3C30260L,大型,310.0,,5000.0,,MF-100,,竖直,160,后,0.0,ABB,,TOLOMATIC,铝,152,STAUBLI,900.0,无,460.0,1进1出,,,,,,,握杆（?45）,,握杆（?45）,,,,,
上海ABB_广州小鹏,SDZX-3C30259L,大型,245.0,,5000.0,,MF-100,,竖直,160,后,0.0,ABB,,TOLOMATIC,铝,152,STAUBLI,720.0,无,510.0,1进1出,,,,,,,握杆（?45）,,握杆（?45）,,,,,
广州永联-广汽本田-五厂,SDZX-3C30199L,大型,260.0,,5390.0,,SMF-100,,竖直,125,下,0.0,FANUC,,OBARA-中空,铝,160,无,750.0,无,520.0,2进2出,,,,,,,握杆（?45）,,握杆（?45）,,,,,
广州永联-广汽本田-五厂,SDZX-3C30207L,大型,190.0,,5500.0,,SMF-100,,竖直,其他,右,0.0,FANUC,,OBARA-中空,铝,160,NITTA,554.0,无,330.0,2进2出,,,,,,,握杆（?45）,,握杆（?45）,,,,,
广州永联-广汽本田-五厂,SDZX-3C30202L,小型,225.0,,5000.0,,SMF-100,,水平,其他,下,0.0,FANUC,,OBARA-中空,铝,160,NITTA,504.0,无,370.0,2进2出,,,,,,,握杆（?45）,,握杆（?45）,,,,,
广州小鹏,SDZX-3C30249L,大型,,,,,其他,,竖直,160,后,0.0,ABB,,TOLOMATIC,铝,152,STAUBLI,,无,,1进1出,,,,,,,握杆（?45）,,握杆（?45）,,,,,
广州小鹏,SDZX-3C30246L,大型,150.0,,3500.0,,其他,,竖直,160,上,30.0,ABB,,TOLOMATIC,SS400,152,STAUBLI,455.0,无,165.0,1进1出,,,,,,,握杆（?45）,,握杆（?45）,,,,,
上海鑫燕隆-滴滴汽车,SDEX-3C30231AL,小型,210.0,,4500.0,,ITS85,,水平,125,前,60.0,KUKA,,联轴器型,铝,160,有,480.0,无,250.0,1进1出,,,,,,,握杆（?45）,,握杆（?45）,,,,,
上海鑫燕隆-滴滴汽车,SDEX-3C30231L,小型,210.0,,4500.0,,ITS85,,水平,125,后,70.0,KUKA,,联轴器型,SS400,160,无,480.0,无,250.0,1进1出,,,,,,,握杆（?45）,,握杆（?45）,,,,,
广州小鹏,SDZX-3C30250L,大型,150.0,,3500.0,,其他,,竖直,160,上,0.0,ABB,,TOLOMATIC,铝,152,STAUBLI,455.0,无,165.0,1进1出,,,,,,,握杆（?45）,,握杆（?45）,,,,,
广州永联-广汽本田-五厂,SDZX-3C30201L,大型,250.0,,5390.0,,SMF-100,,水平,其他,前,60.0,FANUC,,OBARA-中空,铝,160,NITTA,739.0,无,340.0,2进2出,,,,,,,握杆（?45）,,握杆（?45）,,,,,
广州永联-广汽本田-五厂,SDZX-3C30195L,大型,295.0,,5000.0,,SMF-100,,水平,其他,前,30.0,FANUC,,OBARA-中空,铝,160,NITTA,844.0,无,400.0,2进2出,,,,,,,握杆（?45）,,握杆（?45）,,,,,
广州永联-广汽本田-五厂,SDZX-3C30200L,小型,190.0,,5500.0,,SMF-100,,竖直,其他,右,0.0,FANUC,,OBARA-中空,铝,160,NITTA,550.0,无,380.0,2进2出,,,,,,,握杆（?45）,,握杆（?45）,,,,,
上海鑫燕隆_滴滴汽车,SDEX-3C30234L,大型,210.0,,3500.0,,ITS85,,竖直,160,右,30.0,KUKA,,联轴器型,铝,160,无,590.0,无,365.0,1进1出,,,,,,,握杆（?45）,,握杆（?45）,,,,,
上海鑫燕隆-滴滴汽车,SDEX-3C30232AL,小型,340.0,,3500.0,,ITS85,120.0,水平,125,下,,KUKA,,OBARA-中空,铝,160,无,764.0,无,450.0,1进1出,,,,,,,握杆（?45）,,握杆（?45）,,,,,
上海鑫燕隆-滴滴汽车,SDEX-3C30232L,小型,340.0,,3500.0,,ITS85,151.0,水平,125,下,,KUKA,,OBARA-中空,铝,160,无,764.0,无,450.0,1进1出,,,,,,,握杆（?45）,,握杆（?45）,,,,,
上海鑫燕隆-滴滴汽车,SDEX-3C30230L,大型,205.0,,4500.0,,ITS85,123.0,竖直,125,右,,KUKA,,联轴器型,铝,160,无,600.0,无,400.0,1进1出,,,,,,,握杆（?45）,,握杆（?45）,,,,,
