描述,图号1(o),产品子分类类型,行程,电极臂端部,加压力,电极臂,变压器,重量,变压器放置方向,法兰P.C.D,托架方向,托架角度,MOTOR厂家,托架个数,齿轮箱型式,托架材料,齿轮箱行程,换枪装置,喉深,有无平衡,喉宽,水路,握杆伸出长度,偏心距离,偏心方向,偏心是否回到中心面,导向方式,静臂偏心,静电极臂端部,动臂偏心,动电极臂端部,支轴到驱动中心距离,静电极臂前部长,静电极臂前部高,动电极臂前部长,动电极臂前部高
郑州振华-IP5PM项目（上海度峰）,SDEX-AC4236L(500-300-080220),小型,220.0,握杆,4500.0,,DB6,,竖直,125,右,0.0,FANUC,,联轴器型,铝,160,无,500.0,无,300.0,2进2出,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,296.0,80.0,346.0,220.0
安川首钢_卡斯马天津-V530,SRTX-C20275L,中型,182.0,握杆,5000.0,,其他,,水平,125,右,0.0,YASKAWA,,联轴器型,铝,160,无,580.0,无,570.0,2进2出,,,,,,,握杆?45（铝）,,握杆?45（铝）,310.0,346.0,100.0,515.0,470.0
S-52888芜湖德恒-福州胜德-D01P,SRTX-2C20516L,中型,195.0,握杆,5000.0,,DB6,113.0,水平,125-160,下,45.0,SANYO,,联轴器型,SS400,160,有,623.0,无,280.0,,,,,,,,握杆?45（铝）,,握杆?45（铝）,310.0,446.0,90.0,446.0,190.0
武汉振华-KL项目(上奥),SDEX-AC4212L(550-430-160270),小型,250.0,握杆,4500.0,,DB6,101.0,水平,125,下,15.0,FANUC,1.0,联轴器型,铝,110,无,550.0,无,430.0,2进2出,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,296.0,160.0,396.0,270.0
优耐思-武汉振华昆仑项目,SDEX-AC4209L(450-275-080195),大型,198.0,握杆,4500.0,,DB6,100.0,竖直,125,下,30.0,ABB,1.0,中空,铝,110,无,450.0,无,275.0,2进2出,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,296.0,80.0,346.0,195.0
S-52522C烟台怡和-新工作站,SDZX-C4194L,小型,195.0,握杆,4500.0,,DB6,94.0,水平,125,右,,KUKA,,中空,铝,160,无,450.0,无,130.0,,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,246.0,50.0,246.0,80.0
郑州振华-EP39-M6项目(优耐思),SDEX-AC4191L(500-290-120170),小型,220.0,握杆,4500.0,,DB6,109.0,竖直,125,右,,FANUC,1.0,联轴器型,铝,110,有,500.0,无,290.0,2进2出,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,246.0,120.0,196.0,170.0
重庆至信_重庆衍数N111,SAEX-C0348CL,小型,220.0,握杆,4000.0,,其他,,水平,125,右,0.0,KUKA,,折回,铝,110,无,510.0,无,265.0,1进1出,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,246.0,55.0,296.0,210.0
广西柳新_杭州福特,SDZX-C0824A,小型,210.0,握杆,3500.0,,DB6,95.0,水平,160,右,18.0,多摩川,1.0,中空,铝,110,无,481.0,无,265.0,1进1出,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,246.0,65.0,296.0,200.0
廊坊振华,SDEX-AC4168L(700-435-115320),中型,220.0,握杆,4500.0,,DB6,136.0,水平,160,下,,FANUC,2.0,联轴器型,铝,160,无,700.0,无,435.0,2进2出,,,,,,,握杆?45（铝）,,握杆?45（铝）,310.0,446.0,115.0,546.0,320.0
M51734精工自动化_重庆长安福特,SDZX-C1942C,小型,280.0,握杆,4000.0,,DB6,,水平,160,上,0.0,ABB,,中空,铝,160,无,636.0,无,355.0,1进1出,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,356.0,80.0,436.0,275.0
M51254上海德梅柯_重庆长安福,SDZX-C0770AL,小型,250.0,握杆,4000.0,,DB6,,水平,160,前,30.0,ABB,,中空,SS400,160,无,576.0,无,295.0,1进1出,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,296.0,95.0,396.0,200.0
M51254上海德梅柯_重庆长安福,SDZX-C0710AL,小型,225.0,握杆,4000.0,,DB6,,水平,160,后,0.0,ABB,,中空,铝,160,无,506.0,无,310.0,1进1出,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,276.0,120.0,346.0,190.0
50989精工自动化_重庆长安福特,SDZX-C4126L,Y,185.0,握杆,3000.0,,DB6,,竖直,160,上,0.0,FANUC,,中空,铝,160,无,770.0,无,310.0,1进1出,,,,,,,握杆?45（铝）,,握杆?45（铝）,300.0,566.0,180.0,566.0,130.0
50989精工自动化_重庆长安福特,SDZX-C4128L,小型,150.0,握杆,4500.0,,DB6,,水平,160,下,45.0,FANUC,,中空,铝,160,无,350.0,无,240.0,1进1出,,,,,,0.0,握杆?45（铝）,0.0,握杆?45（铝）,200.0,246.0,110.0,246.0,130.0
51211精工自动化_重庆长安福特,SDZX-C4161L,大型,225.0,握杆,4500.0,,DB6,,水平,160,右,0.0,KUKA,,中空,铝,160,无,780.0,无,515.0,1进1出,,,,,,,握杆?45（铝）,,握杆?45（铝）,400.0,646.0,230.0,646.0,285.0
50991精工自动化_重庆长安福特,SDZX-C4127L,小型,240.0,握杆,4500.0,,DB6,,竖直,160,右,0.0,ABB,,中空,铝,160,无,550.0,无,410.0,1进1出,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,346.0,110.0,446.0,300.0
广州北斗-埃安二厂AY7焊钳改造,SDZX-C3348AL,大型,260.0,握杆,4500.0,型材,DB6,,水平,160,后,,ABB,,中空,铝,160,无,840.0,无,480.0,1进1出,,,,,,,握杆?45（铝）,,握杆?45（铝）,425.0,,,,
51625上海德梅柯_重庆长安福特,SDEX-C4157L,大型,,握杆,,,DB6,,水平,160,下,,KUKA,,联轴器型,铝,160,无,955.0,无,,,,,,,,,握杆?45（铝）,,握杆?45（铝）,310.0,,,,
S-51624C上海德梅柯_重庆长安福特,SDEX-C4164L,小型,,握杆,,,DB6,,水平,200,右,,ABB,,联轴器型,铝,110,无,,无,,,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,,,,
S-51624C上海德梅柯_重庆长安福特,SDEX-C4158L,中型,225.0,握杆,4500.0,,DB6,,水平,160,下,,ABB,,联轴器型,铝,160,无,720.0,无,570.0,,,,,,,,握杆?45（铝）,,握杆?45（铝）,310.0,546.0,230.0,646.0,340.0
S-51627C精工自动化_重庆长安福特,SDZX-C4131L,中型,,握杆,,,DB6,,竖直,125,前,,ABB,,中空,铝,110,无,,无,,,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,,,,
50991精工自动化_重庆长安福特,SDZX-C4133L,小型,,握杆,,,DB6,,水平,160,下,,ABB,,中空,铝,110,STAUBLI,,无,,,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,,,,
S-50991C精工自动化_重庆长安福特,SDZX-C4130L,小型,200.0,握杆,4500.0,,DB6,,水平,160,下,,ABB,,中空,铝,160,无,450.0,无,225.0,,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,246.0,105.0,246.0,120.0
50991精工自动化_重庆长安福特,SDZX-C4132L,小型,,握杆,,,DB6,,水平,160,后,,ABB,,中空,SS400,110,STAUBLI,,无,,,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,,,,
51211精工自动化_重庆长安福特,SDZX-C4144L,大型,265.0,握杆,4000.0,,DB6,,水平,160,下,0.0,KUKA,,中空,铝,160,无,850.0,无,400.0,1进1出,,,,,,,握杆?45（铝）,,握杆?45（铝）,425.0,506.0,80.0,696.0,320.0
S-51627C精工自动化_重庆长安福特,SDZX-C4129L,小型,195.0,握杆,4500.0,,DB6,91.0,水平,160,下,,KUKA,,中空,铝,160,无,450.0,无,390.0,,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,246.0,150.0,246.0,240.0
S-51625C上海德梅柯_重庆长安福特,SDEX-C4160L,小型,240.0,握杆,4500.0,,DB6,102.0,水平,160,前,,KUKA,,联轴器型,铝,160,无,550.0,无,395.0,,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,396.0,200.0,396.0,195.0
S-51624C上海德梅柯_重庆长安福特,SDEX-SC4156L,小型,,握杆,,,DB6,,水平,160,右,,ABB,,联轴器型,铝,110,无,,无,,,,,,是,,140.0,握杆?45（铝）,140.0,握杆?45（铝）,,,,,
S-51624C上海德梅柯_重庆长安福特,SDEX-C4155L,小型,225.0,握杆,4000.0,,DB6,,水平,160,后,,ABB,,联轴器型,铝,160,无,506.0,无,300.0,,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,276.0,120.0,326.0,180.0
S-51624C上海德梅柯_重庆长安福特,SDEX-C4154L,小型,210.0,握杆,4000.0,,DB6,,水平,160,下,,ABB,,联轴器型,铝,160,无,476.0,无,370.0,1进1出,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,246.0,85.0,296.0,185.0
S-51624C上海德梅柯_重庆长安福特,SDEX-C4152L,小型,255.0,握杆,4000.0,,DB6,96.0,水平,160,下,,ABB,,联轴器型,铝,160,无,576.0,无,330.0,1进1出,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,346.0,120.0,446.0,210.0
S-51624C上海德梅柯_重庆长安福特,SDEX-C4153L,小型,210.0,握杆,4000.0,,DB6,,水平,160,下,,ABB,,联轴器型,铝,160,无,476.0,无,270.0,,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,246.0,80.0,296.0,190.0
S-51027C安徽巨一-广汽埃安,SDZX-C4124L,大型,250.0,握杆,4000.0,,DB6,,水平,160,右,2.0,ABB,,中空,SS400,160,有,900.0,无,587.0,,,,,,,,握杆?45（铝）,,握杆?45（铝）,310.0,596.0,115.0,900.0,508.0
廊坊振华-小米MX11扩能,SDEX-AC4049L(550-460-260200),大型,,握杆,4500.0,,DB6,,水平,160,上,,FANUC,2.0,联轴器型,铝,160,无,550.0,无,460.0,2进2出,,,,,,,握杆?45（铝）,,握杆?45（铝）,,496.0,260.0,496.0,200.0
廊坊振华-小米MX11扩能,SDEX-AC4046L(700-610-260350),大型,,握杆,4500.0,,DB6,,水平,125,上,30.0,FANUC,,中空,铝,160,无,700.0,无,610.0,2进2出,,,,,,,握杆?45（铝）,,握杆?45（铝）,,446.0,260.0,446.0,350.0
廊坊振华-小米MX11扩能,SDEX-AC4038L(500-250-120130),小型,,握杆,4500.0,,DB6,,水平,125,上,,FANUC,,中空,铝,160,无,500.0,无,250.0,2进2出,,,,,,,握杆?45（铝）,,握杆?45（铝）,,246.0,120.0,296.0,130.0
上海振华恒伸祥-SAIC(SH)-SHA-001项目(优耐思),SDEX-AC4116L(370-255-060195),小型,160.0,握杆,5000.0,,DB6,,竖直,125,右,90.0,FANUC,1.0,联轴器型,铝,160,无,370.0,无,255.0,2进2出,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,216.0,60.0,296.0,195.0
上海振华恒伸祥-SAIC(SH)-SHA-001项目(优耐思),SDEX-AC4118L(400-255-060195),小型,175.0,握杆,5000.0,,DB6,,竖直,125,右,90.0,FANUC,1.0,联轴器型,铝,160,无,400.0,无,255.0,2进2出,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,246.0,60.0,296.0,195.0
上海振华恒伸祥-SAIC(SH)-SHA-001项目(优耐思),SDEX-AC4117L(450-275-080195),小型,198.0,握杆,4500.0,,DB6,,竖直,125,右,90.0,FANUC,1.0,联轴器型,铝,160,无,450.0,无,275.0,2进2出,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,296.0,80.0,346.0,195198.0
上海振华恒伸祥-ES39P项目(上奥),SDEX-AC4105L(550-340-120220),小型,240.0,握杆,4500.0,,DB6,123.0,竖直,160,下,,FANUC,2.0,联轴器型,铝,160,无,550.0,无,340.0,2进2出,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,296.0,120.0,296.0,220.0
上海振华恒伸祥-ES39P项目(上奥),SDEX-AC4104L(550-340-120220),小型,240.0,握杆,4500.0,,DB6,123.0,竖直,160,下,,FANUC,2.0,联轴器型,铝,160,无,550.0,无,340.0,2进2出,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,296.0,120.0,296.0,220.0
50796上海振华恒伸祥,SDEX-AC4099L(500-210-080130),小型,,握杆,,,DB6,,竖直,125,右,45.0,FANUC,,联轴器型,SS400,160,无,500.0,无,210.0,,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,,,,
上海振华恒伸祥-ES39P项目（上海度峰),SDEX-AC4110L(650-470-150320),中型,205.0,握杆,4500.0,,DB6,,水平,125,上,0.0,FANUC,,联轴器型,铝,160,无,650.0,无,470.0,2进2出,,,,,,,握杆?45（铝）,,握杆?45（铝）,310.0,446.0,150.0,496.0,320.0
上海振华恒伸祥-ES39P项目（上海度峰),SDEX-AC4115L(600-430-080350),小型,265.0,握杆,4500.0,,DB6,,竖直,125,右,0.0,FANUC,,联轴器型,铝,160,无,600.0,无,430.0,1进1出,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,346.0,80.0,496.0,350.0
S-50796C上海振华恒伸祥-ES39P项目(上奥),SDEX-AC4094L(650-350-080270),小型,290.0,握杆,4500.0,型材,DB6,,水平,125,右,,FANUC,,联轴器型,铝,160,无,650.0,无,350.0,1进1出,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,,,,
上海振华恒伸祥-ES39P项目(上海度峰),SDEX-AC4106L(550-340-120220),小型,240.0,握杆,4500.0,,DB6,,竖直,160,右,90.0,FANUC,1.0,联轴器型,铝,160,无,550.0,无,340.0,2进3出,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,296.0,120.0,296.0,220.0
50796上海振华恒伸祥-ES39P,SDEX-AC4089L(770-500-150350),中型,,握杆,,,DB6,,水平,125,下,,FANUC,,联轴器型,铝,110,无,,无,,,,,,,,,握杆?45（铝）,,握杆?45（铝）,310.0,,,,
上海振华恒伸祥-ES39P项目（上奥）,SDEX-AC4088L(800-560-240320),小型,290.0,握杆,4000.0,型材,DB6,,水平,125,右,,FANUC,,联轴器型,铝,160,无,650.0,无,350.0,2进2出,,,,,,,握杆?45（铝）,,握杆（SBA）,200.0,,,,
S-50796C上海振华恒伸祥-ES39P项目(上奥),SDEX-AC4093L(650-250-080170),小型,290.0,握杆,4000.0,型材,DB6,,水平,125,右,,FANUC,,联轴器型,铝,160,无,650.0,无,250.0,2进2出,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,,,,
上海振华恒伸祥-ES39P项目(上海度峰),SDEX-AC4103L(550-340-120220),小型,240.0,握杆,4500.0,,DB6,,竖直,160,右,90.0,FANUC,1.0,联轴器型,铝,160,无,550.0,无,340.0,2进2出,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,296.0,120.0,296.0,220.0
上海振华恒伸祥-ES39P项目(上奥),SDEX-AC4121L(500-330-060270),小型,223.0,握杆,4500.0,,DB6,98.0,水平,125,上,0.0,FANUC,1.0,联轴器型,铝,160,无,500.0,无,330.0,2进2出,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,296.0,60.0,396.0,270.0
上海振华恒伸祥-ES39P项目(上奥),SDEX-AC4120L(500-330-060270),小型,223.0,握杆,4500.0,,DB6,98.0,水平,125,上,0.0,FANUC,1.0,联轴器型,铝,160,无,500.0,无,330.0,2进2出,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,296.0,60.0,396.0,270.0
S-50796C上海振华恒伸祥-ES39P项目(上奥),SDEX-AC4119L(500-280-060220),小型,215.0,握杆,4500.0,型材,DB6,,水平,125,上,,FANUC,,联轴器型,铝,160,无,500.0,无,280.0,2进2出,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,,,,
S-50796C上海振华恒伸祥-ES39P项目(上奥),SDEX-AC4092L(550-330-160170),小型,245.0,握杆,4500.0,,DB6,,水平,125,上,,FANUC,,联轴器型,铝,160,无,550.0,无,330.0,,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,346.0,160.0,346.0,170.0
S-50869C无锡振华-X11(优耐思),SDEX-AC4101L(500-170-080090),中型,220.0,握杆,4500.0,,DB6,,水平,125,右,,FANUC,,联轴器型,铝,160,无,500.0,无,270.0,2进2出,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,296.0,80.0,296.0,90.0
S-50869C无锡振华-X11(优耐思),SDEX-AC4100L(500-360-090270),小型,220.0,握杆,4500.0,,DB6,,水平,125,右,,FANUC,,联轴器型,铝,160,有,500.0,无,360.0,2进2出,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,246.0,90.0,346.0,270.0
无锡振华-X11项目(上奥),SDEX-AC4087L(500-250-080170),小型,,握杆,,,DB6,,水平,125,右,,FANUC,,联轴器型,铝,160,无,500.0,无,250.0,,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,,,,
无锡振华-X11项目(上奥),SDEX-AC4086L(500-250-080170),小型,,握杆,,,DB6,,水平,125,右,,FANUC,,联轴器型,铝,160,无,500.0,无,250.0,,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,,,,
无锡振华-X11项目(上奥),SDEX-AC4085L(500-255-060195),小型,,握杆,,,DB6,,竖直,125,右,,FANUC,,联轴器型,铝,160,无,500.0,无,255.0,,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,,,,
广西原南_上汽通用五菱,SDZX-3C30080AL,大型,280.0,握杆,4500.0,,其他,114.0,竖直,125,前,,多摩川,1.0,中空,铝,160,无,800.0,无,465.0,1进1出,,,,,,,握杆?45（铝）,,握杆?45（铝）,375.0,530.0,185.0,550.0,280.0
安徽巨一_吉利春晓,SDZX-C3071BL,Y,100.0,握杆,5500.0,,DB6,,竖直,160,后,0.0,ABB,,中空,铝,160,STAUBLI,422.0,无,183.0,1进1出,,,,,,,握杆?45（铝）,,握杆?45（铝）,270.0,276.0,115.0,276.0,68.0
M50217上海晓奥_吉利长兴,SDZX-C2002B,大型,240.0,握杆,4500.0,,DB6,,水平,125-160,上,,ABB,,中空,铝,160,无,770.0,无,530.0,,,,,,,,握杆?45（铝）,,握杆?45（铝）,400.0,646.0,350.0,566.0,180.0
M50078C苏州丹景_吉利长兴改造,SDZX-C2044A,小型,245.0,握杆,4500.0,,DB6,,水平,160,上,,KUKA,,中空,铝,160,有,550.0,无,420.0,,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,346.0,55.0,396.0,365.0
M50078C苏州丹景_吉利长兴,SDZX-C2043D,小型,240.0,握杆,4500.0,,DB6,,水平,160,上,,KUKA,,中空,铝,160,无,550.0,无,300.0,,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,346.0,185.0,346.0,115.0
M50078C苏州丹景_吉利长兴,SDZX-C3208A,小型,240.0,握杆,2800.0,,DB6,105.0,水平,125-160,右,,KUKA,,中空,铝,160,无,550.0,无,520.0,,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,296.0,80.0,546.0,440.0
武汉振华-KL优耐思,SDEX-AC4059L(600-430-160270),小型,260.0,握杆,4500.0,,DB6,124.0,水平,200,下,,FANUC,1.0,联轴器型,铝,110,无,600.0,无,430.0,2进2出,,,,,,,握杆?45（铝）,,握杆?45（铝）,200.0,346.0,160.0,396.0,270.0
